bin_lower,bin_upper,count,avg_confidence,avg_accuracy,calibration_error
0.1,0.2,117,0.17320512820512823,0.02564102564102564,0.1475641025641026
0.2,0.30000000000000004,3,0.26249999999999996,0.0,0.26249999999999996
